id,name,lat,lon,capacity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
372,"Sardinia Street, Holborn",51.515208,-0.117863,23,,,,,,,,,,,,,18.0,20.333333333333332,21.5,22.0,,,,,,,,
372,"Sardinia Street, Holborn",51.515208,-0.117863,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.8333333333333335,15.5,21.333333333333332,23.0,23.0,,,22.0,16.5,9.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
373,"Prince Consort Road, Knightsbridge",51.49980661,-0.176415994,17,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,5.5,17.0,16.833333333333332,16.833333333333332,16.333333333333332,17.0,,,,,,,,7.0,5.833333333333333,1.3333333333333333
373,"Prince Consort Road, Knightsbridge",51.49980661,-0.176415994,18,,,,,,,,,,,,,,18.0,17.833333333333332,12.5,4.5,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.16666666666666666,0.0,,
374,"Waterloo Station 1, Waterloo",51.50402794,-0.11386436,30,,,,,,,,2.6,0.4,,,,,,,,,,,,,,,
374,"Waterloo Station 1, Waterloo",51.50402794,-0.11386436,31,26.0,25.5,,,,,,,1.0,5.5,1.8333333333333333,2.1666666666666665,2.5,1.0,4.5,7.333333333333333,10.0,,,,,,,26.5
374,"Waterloo Station 1, Waterloo",51.50402794,-0.11386436,32,,,21.166666666666668,21.0,21.0,21.0,19.166666666666668,17.0,,,,,,,,,,,,,,,,
374,"Waterloo Station 1, Waterloo",51.50402794,-0.11386436,33,,,,,,,,,,,,,,,,,,,,,,33.0,30.166666666666668,31.0
374,"Waterloo Station 1, Waterloo",51.50402794,-0.11386436,34,,,,,,,,,,,,,,,,,7.2,11.5,,,,,,
374,"Waterloo Station 1, Waterloo",51.50402794,-0.11386436,36,,,,,,,,,,,,,,,,,,28.25,31.333333333333332,21.666666666666668,16.166666666666668,22.25,,
375,"Kensington Town Hall, Kensington",51.50194596,-0.194392952,17,,,,,,,,,,2.0,2.0,2.0,3.0,1.25,,,,,,,,,,
375,"Kensington Town Hall, Kensington",51.50194596,-0.194392952,18,6.0,6.0,6.0,6.0,6.0,6.0,5.333333333333333,4.333333333333333,2.1666666666666665,2.0,,,,3.0,3.5,4.833333333333333,5.5,5.5,5.833333333333333,8.0,7.666666666666667,7.333333333333333,6.0,6.0
376,"Millbank Tower, Pimlico",51.49188409,-0.125674815,23,16.666666666666668,18.0,18.0,18.0,18.0,18.166666666666668,19.0,19.833333333333332,21.666666666666668,23.0,23.0,23.0,22.5,17.833333333333332,11.666666666666666,11.666666666666666,11.333333333333334,9.0,,,,17.0,16.5,16.0
376,"Millbank Tower, Pimlico",51.49188409,-0.125674815,24,,,,,,,,,,,,,,,,,,5.333333333333333,0.0,0.0,0.0,0.0,,
377,"Waterloo Bridge, South Bank",51.50535447,-0.113656543,15,13.0,12.5,12.0,12.0,12.0,12.0,12.0,11.833333333333334,5.333333333333333,0.0,0.5,0.6666666666666666,1.8333333333333333,2.8333333333333335,3.0,4.333333333333333,5.0,7.666666666666667,9.166666666666666,13.833333333333334,14.0,14.5,13.666666666666666,13.0
378,"Natural History Museum, South Kensington",51.49559291,-0.179077626,41,,,,,,,,,,41.0,41.0,,,,,,,,,,,,,
378,"Natural History Museum, South Kensington",51.49559291,-0.179077626,42,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.0,10.666666666666666,29.0,25.5,35.0,36.666666666666664,36.5,39.0,26.166666666666668,22.0,8.0,0.5,0.5,0.0,1.6666666666666667,4.0,6.166666666666667
379,"Turquoise Island, Notting Hill",51.51431171,-0.200838199,20,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,6.166666666666667,15.166666666666666,14.0,13.666666666666666,,12.4,8.333333333333334,6.666666666666667,9.333333333333334,9.666666666666666,9.833333333333334,11.333333333333334,12.5,10.5,2.0,2.0
379,"Turquoise Island, Notting Hill",51.51431171,-0.200838199,21,,,,,,,,,,,,,13.166666666666666,12.0,,,,,,,,,,
380,"Stanhope Gate, Mayfair",51.50686435,-0.150666888,21,3.0,3.0,3.0,3.0,3.0,3.8333333333333335,4.0,5.166666666666667,11.833333333333334,20.5,21.0,21.0,21.0,20.666666666666668,19.166666666666668,19.666666666666668,19.333333333333332,14.5,9.166666666666666,8.166666666666666,6.833333333333333,3.8333333333333335,3.0,3.0
381,"Charlotte Street, Fitzrovia",51.51953043,-0.13577731,13,,,,,,,,,,,,,,,13.0,12.833333333333334,12.833333333333334,12.0,11.166666666666666,9.666666666666666,7.333333333333333,8.25,,
381,"Charlotte Street, Fitzrovia",51.51953043,-0.13577731,14,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,12.5,14.0,13.833333333333334,14.0,13.333333333333334,13.0,,,,,,,11.5,10.0,10.0
382,"Farm Street, Mayfair",51.50935171,-0.14744969,13,,,,,,,,0.75,7.333333333333333,13.0,13.0,13.0,,,,,,,,,,,,
382,"Farm Street, Mayfair",51.50935171,-0.14744969,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,14.0,14.0,,,11.6,10.0,5.0,,,5.0,4.666666666666667,2.1666666666666665
382,"Farm Street, Mayfair",51.50935171,-0.14744969,15,,,,,,,,,,,,,,15.0,15.0,14.333333333333334,13.0,,3.0,0.16666666666666666,0.0,0.0,,
383,"Frith Street, Soho",51.51310333,-0.13121385,16,,,,,,,,,,,15.833333333333334,15.833333333333334,16.0,16.0,15.5,15.6,,,,14.75,14.333333333333334,15.75,,
383,"Frith Street, Soho",51.51310333,-0.13121385,17,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.666666666666667,,,,,,16.0,16.833333333333332,13.833333333333334,16.666666666666668,15.5,,,13.25,8.166666666666666
383,"Frith Street, Soho",51.51310333,-0.13121385,18,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,
384,"Marloes Road, Kensington",51.496481,-0.192404,9,2.8333333333333335,2.0,2.0,2.0,2.0,2.0,2.0,1.6666666666666667,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,1.3333333333333333,,,,,,,,0.0,2.0,2.5
384,"Marloes Road, Kensington",51.496481,-0.192404,11,,,,,,,,,,,,,,,4.0,,,,,,,,,
384,"Marloes Road, Kensington",51.496481,-0.192404,12,,,,,,,,,,,,,,,5.4,6.0,5.666666666666667,5.833333333333333,5.333333333333333,7.333333333333333,9.0,10.0,,
386,"Moor Street, Soho",51.51352755,-0.130110822,14,,,,,,,,,,13.666666666666666,14.0,13.666666666666666,13.666666666666666,13.833333333333334,12.5,12.666666666666666,14.0,,,,,,,
386,"Moor Street, Soho",51.51352755,-0.130110822,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,8.0,,,,,,,15.0,14.333333333333334,15.0,14.0,8.666666666666666,7.333333333333333,12.666666666666666,7.166666666666667
387,"Fire Brigade Pier, Vauxhall",51.49369988,-0.121394101,30,11.0,11.0,11.0,11.0,11.0,9.333333333333334,9.0,9.833333333333334,8.833333333333334,9.0,11.666666666666666,11.166666666666666,12.333333333333334,12.166666666666666,11.166666666666666,8.5,9.0,8.0,4.166666666666667,4.666666666666667,6.666666666666667,18.666666666666668,8.5,10.333333333333334
388,"Southampton Street, Strand",51.51070161,-0.121723604,13,6.0,5.666666666666667,3.0,3.0,3.0,3.0,3.0,4.5,8.333333333333334,10.5,12.5,12.5,12.666666666666666,10.333333333333334,11.833333333333334,11.333333333333334,10.333333333333334,11.0,11.5,9.0,2.6666666666666665,2.3333333333333335,5.666666666666667,6.0
389,"Upper Grosvenor Street, Mayfair",51.51013066,-0.155757901,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,1.6666666666666667,2.8333333333333335,4.166666666666667,4.0,,,,,,,,0.0,0.0,0.0
389,"Upper Grosvenor Street, Mayfair",51.51013066,-0.155757901,18,,,,,,,,,,,,,,5.0,5.0,5.0,5.333333333333333,5.666666666666667,3.3333333333333335,0.6666666666666666,0.0,0.0,,
390,"Buxton Street 1, Shoreditch",51.521776,-0.068856,41,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,37.0,37.833333333333336,38.666666666666664,39.0,38.5,36.666666666666664,37.833333333333336,35.833333333333336,36.5,38.5,37.833333333333336,37.833333333333336,37.833333333333336,38.5
391,"Clifford Street, Mayfair",51.51066202,-0.142345694,15,,,,,,,,,,9.333333333333334,10.166666666666666,,,,,,,,,,,,,
391,"Clifford Street, Mayfair",51.51066202,-0.142345694,16,10.833333333333334,10.0,10.0,10.0,10.0,10.0,11.333333333333334,15.5,16.0,10.0,,15.166666666666666,15.833333333333334,15.833333333333334,15.833333333333334,15.0,13.333333333333334,10.166666666666666,2.5,0.0,0.0,3.6666666666666665,11.0,11.0
392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,18,,,,,,,,,,,,12.5,12.833333333333334,17.0,,,,,,,,,,
392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,19,,,,,,,,,,19.0,18.833333333333332,,,19.0,18.666666666666668,18.166666666666668,9.833333333333334,1.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.25,,
392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,20,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.5,6.166666666666667,19.0,,,,,,,,,,,,9.0,6.166666666666667,0.3333333333333333
393,"Snow Hill, Farringdon",51.51733427,-0.103604248,14,,,,,,,,,,,,,11.0,11.333333333333334,10.666666666666666,9.5,10.166666666666666,10.0,,,,,,
393,"Snow Hill, Farringdon",51.51733427,-0.103604248,15,2.0,2.0,2.0,2.0,2.3333333333333335,3.5,4.166666666666667,6.166666666666667,11.0,14.666666666666666,15.0,15.0,13.0,,,,,5.2,2.3333333333333335,0.0,0.0,0.6666666666666666,2.0,2.0
394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,17,9.0,9.0,9.0,9.0,8.666666666666666,8.0,7.666666666666667,6.166666666666667,2.1666666666666665,1.0,,,,,,,,,7.5,9.833333333333334,12.166666666666666,12.166666666666666,9.0,9.0
394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,18,,,,,,,,,,,1.8333333333333333,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,1.1666666666666667,1.0,2.8333333333333335,,,,,,
395,"Cadogan Gardens, Chelsea",51.492462,-0.159919,15,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.5,14.833333333333334,15.0,14.5,13.666666666666666,14.166666666666666,13.166666666666666,10.333333333333334,10.0,12.5,6.666666666666667,3.6666666666666665,2.3333333333333335,2.6666666666666665,6.666666666666667,13.666666666666666,12.0
396,"Shouldham Street, Marylebone",51.51809,-0.163609,16,4.0,4.0,4.0,3.0,3.0,2.0,0.6666666666666666,1.3333333333333333,1.5,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334,0.0,0.16666666666666666,1.5,4.166666666666667,10.0,12.833333333333334,9.166666666666666,3.6666666666666665,4.0
397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,16,16.0,16.0,16.0,16.0,16.0,15.833333333333334,13.333333333333334,11.0,4.5,0.5,0.16666666666666666,6.333333333333333,6.666666666666667,5.333333333333333,6.5,4.0,5.0,4.666666666666667,9.0,13.833333333333334,15.0,13.833333333333334,15.5,16.0
398,"Holland Park, Kensington",51.502319,-0.200742,29,,,,,,,,,,,,,,,,,,17.75,19.166666666666668,13.666666666666666,15.833333333333334,15.5,,
398,"Holland Park, Kensington",51.502319,-0.200742,30,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,2.6666666666666665,2.0,1.0,1.1666666666666667,2.0,3.1666666666666665,1.0,1.3333333333333333,1.0,,,,5.0,5.166666666666667,6.0
399,"Brick Lane Market, Shoreditch",51.52261762,-0.071653961,23,21.0,21.0,21.0,21.0,21.0,21.0,21.166666666666668,20.666666666666668,19.666666666666668,19.0,19.0,20.0,20.0,,,,,,,,,21.0,21.0,21.0
399,"Brick Lane Market, Shoreditch",51.52261762,-0.071653961,24,,,,,,,,,,,,,22.0,20.333333333333332,19.0,19.5,20.833333333333332,22.166666666666668,22.166666666666668,21.333333333333332,20.166666666666668,19.0,,
400,"George Street, Marylebone",51.517703,-0.154106,27,3.0,3.0,3.0,3.0,3.0,3.0,3.5,4.333333333333333,6.833333333333333,14.833333333333334,22.5,23.166666666666668,25.0,25.833333333333332,25.0,24.5,26.833333333333332,24.5,15.5,11.333333333333334,7.166666666666667,4.833333333333333,3.0,3.0
401,"Columbia Road, Shoreditch",51.528187,-0.075375,23,,,,,,,,,,,,,,,,,,,,,,14.0,,
401,"Columbia Road, Shoreditch",51.528187,-0.075375,24,23.0,22.5,22.0,22.0,22.0,22.0,21.833333333333332,21.5,18.833333333333332,15.333333333333334,18.833333333333332,18.333333333333332,19.166666666666668,19.333333333333332,19.0,17.833333333333332,16.5,16.5,13.666666666666666,15.666666666666666,14.0,18.25,24.0,24.0
402,"Penfold Street, Marylebone",51.52289229,-0.171681991,15,10.0,10.0,10.0,10.833333333333334,11.0,11.0,11.0,10.5,8.833333333333334,7.333333333333333,7.833333333333333,5.5,4.166666666666667,4.5,4.0,3.5,2.0,2.0,4.0,4.166666666666667,2.6666666666666665,4.666666666666667,10.0,10.0
403,"George Place Mews, Marylebone",51.51689296,-0.158249929,15,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.166666666666666,14.5,15.0,15.0,14.0,14.666666666666666,15.0,14.833333333333334,14.333333333333334,12.166666666666666,8.0,4.833333333333333,3.0,7.0,14.0,14.0
403,"George Place Mews, Marylebone",51.51689296,-0.158249929,16,,,,,,,,,,,,,11.0,,,,,,,,,,,
404,"Palace Gate, Kensington Gardens",51.50204238,-0.184400221,11,4.0,4.0,4.0,4.0,4.0,4.666666666666667,6.0,5.0,4.5,7.5,9.333333333333334,10.5,8.666666666666666,7.0,2.6666666666666665,1.3333333333333333,1.8333333333333333,2.3333333333333335,6.5,8.5,9.0,8.0,4.0,4.0
405,"Gloucester Road Station, South Kensington",51.49418566,-0.18267094,15,8.0,8.0,8.333333333333334,9.0,9.0,9.0,9.0,10.666666666666666,11.833333333333334,13.0,14.166666666666666,12.0,12.833333333333334,9.5,10.333333333333334,9.166666666666666,8.166666666666666,5.666666666666667,3.0,4.666666666666667,7.5,4.5,2.8333333333333335,6.166666666666667
408,"Paddington Green Police Station, Paddington",51.51994326,-0.170704337,23,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,3.0,8.166666666666666,11.333333333333334,22.333333333333332,15.666666666666666,17.0,17.333333333333332,17.166666666666668,15.833333333333334,16.0,,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.0
408,"Paddington Green Police Station, Paddington",51.51994326,-0.170704337,24,,,,,,,,,,,,,,,,15.4,12.833333333333334,7.8,,,,,,
409,"Strata, Elephant & Castle",51.493146,-0.099828,40,37.833333333333336,38.0,38.333333333333336,39.0,39.0,39.0,38.5,37.166666666666664,35.833333333333336,27.333333333333332,25.0,,,,,,,,,,,37.0,35.333333333333336,37.0
409,"Strata, Elephant & Castle",51.493146,-0.099828,41,,,,,,,,,,,26.5,25.666666666666668,27.333333333333332,29.166666666666668,31.333333333333332,31.333333333333332,32.0,32.0,38.166666666666664,40.166666666666664,36.833333333333336,31.25,,
410,"Edgware Road Station, Marylebone",51.519968,-0.169774,62,34.0,34.0,34.0,34.0,34.333333333333336,35.0,35.0,37.166666666666664,36.833333333333336,34.833333333333336,35.333333333333336,33.333333333333336,30.0,27.166666666666668,24.166666666666668,22.166666666666668,21.0,18.5,17.5,17.5,16.166666666666668,21.666666666666668,34.5,34.0
411,"Walworth Road, Elephant & Castle",51.49337264,-0.09968067,19,14.0,14.0,14.0,14.0,14.0,14.0,13.0,11.333333333333334,8.833333333333334,3.6666666666666665,2.1666666666666665,2.1666666666666665,1.1666666666666667,1.6666666666666667,2.0,2.0,2.0,4.166666666666667,10.833333333333334,14.5,17.5,17.333333333333332,16.166666666666668,14.0
412,"Cleaver Street, Kennington",51.488105,-0.110121,17,13.0,13.0,13.0,13.0,13.0,13.0,13.0,10.833333333333334,6.666666666666667,7.5,5.5,4.5,3.8333333333333335,3.8333333333333335,6.666666666666667,7.0,7.666666666666667,10.5,11.166666666666666,12.166666666666666,13.833333333333334,14.666666666666666,13.0,13.0
419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,1.0,0.6666666666666666,5.666666666666667,8.833333333333334,9.333333333333334,6.666666666666667,1.6666666666666667,1.0,,,,2.0,1.0,0.0
419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,15,,,,,,,,,,,,,,,,,,2.0,3.6666666666666665,6.0,5.333333333333333,4.0,,
420,"Southwark Station 1, Southwark",51.504043,-0.105312,36,,,,,,,,,,23.5,25.333333333333332,24.0,24.166666666666668,24.166666666666668,26.166666666666668,28.666666666666668,29.666666666666668,,,,,,,
420,"Southwark Station 1, Southwark",51.504043,-0.105312,37,25.0,25.0,25.0,25.0,24.833333333333332,24.0,24.0,24.5,24.0,,,,,,,,29.333333333333332,27.5,26.666666666666668,27.5,28.333333333333332,27.166666666666668,24.333333333333332,25.0
421,"Southwark Station 2, Southwark",51.504044,-0.104778,45,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.666666666666668,22.0,26.666666666666668,30.333333333333332,31.0,31.666666666666668,30.333333333333332,30.666666666666668,29.0,27.333333333333332,24.0,21.166666666666668,22.5,22.833333333333332,22.333333333333332,23.5,24.0
423,"Eaton Square (South), Belgravia",51.49456127,-0.15393398,30,,,,,,,,,,,,,,,,,,,7.8,8.166666666666666,7.0,7.0,,
423,"Eaton Square (South), Belgravia",51.49456127,-0.15393398,31,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.166666666666666,12.0,11.333333333333334,9.333333333333334,9.833333333333334,10.166666666666666,11.0,9.833333333333334,10.0,9.833333333333334,11.5,12.0,,,16.0,16.0,16.0
424,"Ebury Bridge, Pimlico",51.490491,-0.149186,27,2.1666666666666665,2.0,1.1666666666666667,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,2.0,5.833333333333333,6.833333333333333,7.666666666666667,8.166666666666666,9.666666666666666,10.833333333333334,,,,,,,3.0,3.0,3.1666666666666665
424,"Ebury Bridge, Pimlico",51.490491,-0.149186,29,,,,,,,,,,,,,,,,11.0,10.5,8.333333333333334,8.166666666666666,9.333333333333334,12.0,14.25,,
426,"Vincent Street, Pimlico",51.493072,-0.129925,16,,,,,,,,,,,,,,,,10.0,8.0,5.166666666666667,4.666666666666667,8.333333333333334,10.0,13.0,,
426,"Vincent Street, Pimlico",51.493072,-0.129925,17,7.833333333333333,7.333333333333333,7.0,7.0,7.0,7.0,6.666666666666667,5.5,1.3333333333333333,1.0,1.0,0.5,1.5,1.3333333333333333,1.0,2.75,,,,,,7.0,7.0,7.0
427,"Cheapside, Bank",51.51397065,-0.09294031,40,,,,,,,9.6,16.5,19.333333333333332,34.0,36.0,,,,,,,,,,,,,
427,"Cheapside, Bank",51.51397065,-0.09294031,41,5.0,5.0,5.0,5.0,5.0,6.5,8.0,,,,39.0,39.5,38.5,35.666666666666664,35.333333333333336,32.0,28.5,16.833333333333332,0.3333333333333333,9.166666666666666,3.8333333333333335,2.6666666666666665,7.5,5.0
428,"Exhibition Road, Knightsbridge",51.499917,-0.174554,17,,,,,,,,,,,,,,,,,,,,0.75,0.3333333333333333,0.0,,
428,"Exhibition Road, Knightsbridge",51.499917,-0.174554,18,,,,,,,,,,,,,,16.0,16.666666666666668,8.5,1.5,0.5,1.8333333333333333,0.5,,,,
428,"Exhibition Road, Knightsbridge",51.499917,-0.174554,19,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,3.8333333333333335,13.666666666666666,19.0,13.666666666666666,19.0,17.833333333333332,15.5,,,,,,,,4.0,3.6666666666666665,0.0
430,"South Parade, Chelsea",51.48902,-0.17524,18,9.0,9.0,9.0,9.0,9.0,9.0,8.166666666666666,9.666666666666666,12.333333333333334,16.833333333333332,17.0,18.0,18.0,18.0,16.5,14.833333333333334,13.0,10.333333333333334,5.166666666666667,5.833333333333333,6.5,8.333333333333334,9.0,9.0
431,"Crinan Street, King's Cross",51.534474,-0.122203,19,11.0,11.666666666666666,12.0,12.0,12.0,12.0,12.5,13.0,12.833333333333334,12.166666666666666,13.0,13.166666666666666,14.0,,,,,,,,,14.0,12.333333333333334,11.0
431,"Crinan Street, King's Cross",51.534474,-0.122203,20,,,,,,,,,,,,,16.0,16.0,15.166666666666666,15.0,15.5,13.166666666666666,11.833333333333334,12.333333333333334,13.0,13.0,,
432,"Exhibition Road Museums, South Kensington",51.496957,-0.173894,13,1.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,7.333333333333333,13.0,13.0,13.0,13.0,12.666666666666666,12.666666666666666,12.5,12.0,7.5,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,2.0,2.0
433,"Wren Street, Holborn",51.524564,-0.116279,32,,,,,,,,,,,,,,,,,,,1.0,4.333333333333333,6.333333333333333,6.0,,
433,"Wren Street, Holborn",51.524564,-0.116279,33,9.833333333333334,9.0,9.0,9.0,9.0,9.0,9.333333333333334,8.333333333333334,7.666666666666667,8.833333333333334,9.5,7.166666666666667,3.6666666666666665,1.6666666666666667,4.333333333333333,6.666666666666667,2.3333333333333335,3.0,,,,7.5,9.0,9.0
435,"Kennington Station, Kennington",51.488852,-0.105593,23,10.5,12.0,12.0,12.0,12.0,12.833333333333334,13.0,14.0,13.5,12.0,12.166666666666666,13.5,14.0,13.333333333333334,12.166666666666666,10.833333333333334,9.5,7.333333333333333,6.666666666666667,7.166666666666667,11.833333333333334,10.0,9.666666666666666,10.0
436,"Red Lion Street, Holborn",51.51824,-0.11655,35,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.833333333333333,10.333333333333334,27.833333333333332,32.0,32.5,34.833333333333336,34.5,34.333333333333336,32.166666666666664,27.666666666666668,21.166666666666668,8.0,2.3333333333333335,0.0,0.3333333333333333,1.0,1.0
437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,26,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,
437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,27,16.0,16.0,16.0,16.0,16.0,16.0,15.666666666666666,15.666666666666666,14.166666666666666,15.166666666666666,16.0,15.0,14.0,13.666666666666666,14.333333333333334,13.166666666666666,11.166666666666666,9.833333333333334,10.5,10.666666666666666,11.0,13.333333333333334,16.0,16.0
439,"Killick Street, King's Cross",51.5338,-0.118677,22,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.333333333333334,12.5,13.0,12.5,12.0,12.5,10.333333333333334,11.166666666666666,11.0,10.333333333333334,9.333333333333334,9.0,9.0,10.0,12.0,12.0
440,"Kennington Oval, Oval",51.483145,-0.113134,32,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.833333333333332,26.333333333333332,24.833333333333332,25.0,24.666666666666668,24.0,23.166666666666668,20.333333333333332,20.333333333333332,19.5,18.0,25.0,27.333333333333332,30.0,27.0,27.0,28.666666666666668
440,"Kennington Oval, Oval",51.483145,-0.113134,33,,,,,,,,,,,,,,,,,,,,,29.6,29.25,,
441,"Sail Street, Vauxhall",51.495656,-0.114605,23,6.0,6.0,6.5,7.0,7.333333333333333,7.833333333333333,6.333333333333333,4.666666666666667,5.333333333333333,2.3333333333333335,1.6666666666666667,1.0,2.5,3.3333333333333335,4.0,4.333333333333333,1.8333333333333333,1.0,1.5,2.0,2.0,7.0,6.5,6.0
441,"Sail Street, Vauxhall",51.495656,-0.114605,24,,,,,,,,,,,,,,,,,,,,,2.4,1.75,,
442,"Walmer Road, Avondale",51.510101,-0.211358,24,14.0,14.0,14.0,14.0,14.0,14.0,13.833333333333334,13.0,13.333333333333334,14.333333333333334,14.0,14.0,14.0,14.0,15.333333333333334,13.833333333333334,14.333333333333334,15.666666666666666,14.666666666666666,15.5,15.666666666666666,14.833333333333334,14.0,14.0
443,"Philpot Street, Whitechapel",51.515256,-0.058641,30,14.0,14.0,13.0,13.0,12.166666666666666,13.0,13.0,12.5,6.833333333333333,5.166666666666667,4.0,4.833333333333333,4.5,3.0,3.1666666666666665,3.0,2.8333333333333335,4.166666666666667,4.333333333333333,5.5,5.5,9.833333333333334,16.0,12.333333333333334
444,"Bethnal Green Garden, Bethnal Green",51.52568,-0.055312,23,20.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,19.666666666666668,19.5,18.833333333333332,15.166666666666666,14.333333333333334,14.5,16.166666666666668,15.666666666666666,15.0,13.0,12.5,11.833333333333334,9.5,11.833333333333334,22.666666666666668,21.166666666666668
445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,27,25.0,25.0,25.0,25.666666666666668,26.333333333333332,27.0,27.0,26.166666666666668,21.166666666666668,17.5,15.5,14.333333333333334,15.0,,,,,,,,,27.0,27.0,26.666666666666668
445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,28,,,,,,,,,,,,,16.0,18.166666666666668,20.0,20.666666666666668,19.0,19.666666666666668,22.166666666666668,27.0,27.0,27.75,,
446,"York Hall, Bethnal Green",51.528936,-0.055894,27,17.0,17.0,17.0,17.0,17.0,17.0,17.166666666666668,17.0,17.5,17.666666666666668,16.333333333333332,18.666666666666668,21.0,21.0,20.833333333333332,18.333333333333332,16.666666666666668,15.166666666666666,17.0,22.333333333333332,26.0,24.333333333333332,18.333333333333332,17.0
447,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,54,25.333333333333332,25.0,25.0,25.0,25.0,25.0,24.666666666666668,23.833333333333332,22.166666666666668,20.5,19.166666666666668,17.333333333333332,18.333333333333332,18.5,17.833333333333332,17.0,15.666666666666666,16.5,19.333333333333332,21.5,21.0,23.5,25.333333333333332,26.0
448,"Fisherman's Walk West, Canary Wharf",51.50623,-0.02296,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.166666666666664,34.5,33.666666666666664,33.333333333333336,35.833333333333336,35.0,35.166666666666664,33.333333333333336,31.666666666666668,29.0,27.0,29.333333333333332,36.0,35.833333333333336
449,"Shadwell Station, Shadwell",51.511088,-0.057159,33,,,,,,,,,,,,,,,,,,,,,8.75,10.0,,
449,"Shadwell Station, Shadwell",51.511088,-0.057159,34,,,,,,,,,,,,,,,,,,2.8,7.166666666666667,9.0,10.5,,,
449,"Shadwell Station, Shadwell",51.511088,-0.057159,35,29.0,30.0,30.0,30.0,30.0,30.0,29.0,25.833333333333332,21.333333333333332,13.833333333333334,13.333333333333334,10.5,10.833333333333334,11.166666666666666,8.5,5.333333333333333,1.6666666666666667,0.0,,,,29.0,28.5,28.5
450,"Jubilee Street, Stepney",51.515975,-0.053177,25,25.0,24.0,24.0,24.0,24.0,24.0,22.666666666666668,20.166666666666668,17.5,13.166666666666666,,,,,,,,,,,,23.0,23.5,25.0
450,"Jubilee Street, Stepney",51.515975,-0.053177,26,,,,,,,,,,,11.0,10.5,9.833333333333334,9.833333333333334,8.333333333333334,9.166666666666666,15.333333333333334,18.0,,,,,,
450,"Jubilee Street, Stepney",51.515975,-0.053177,28,,,,,,,,,,,,,,,,,,17.8,18.166666666666668,20.833333333333332,24.5,25.75,,
