index,id,name,lat,lon,capacity,hr,availableBikes
10156,518,"Antill Road, Mile End",51.528224,-0.037471,29,7,
10157,518,"Antill Road, Mile End",51.528224,-0.037471,30,7,22.5
10158,519,"Teviot Street, Poplar",51.518811,-0.011662,32,7,9.333333333333334
10159,519,"Teviot Street, Poplar",51.518811,-0.011662,33,7,
10160,520,"Bancroft Road, Bethnal Green",51.526041,-0.047218,20,7,
10161,520,"Bancroft Road, Bethnal Green",51.526041,-0.047218,21,7,16.833333333333332
10162,521,"Driffield Road, Old Ford",51.534137,-0.037366,19,7,13.666666666666666
10163,522,"Clinton Road, Mile End",51.525941,-0.036017,36,7,14.833333333333334
10164,523,"Langdon Park, Poplar",51.51549,-0.013475,22,7,
10165,523,"Langdon Park, Poplar",51.51549,-0.013475,23,7,
10166,523,"Langdon Park, Poplar",51.51549,-0.013475,24,7,24.0
10167,524,"Lancaster Gate , Bayswater",51.511654,-0.179668,36,7,
10168,524,"Lancaster Gate , Bayswater",51.511654,-0.179668,37,7,16.5
10169,524,"Lancaster Gate , Bayswater",51.511654,-0.179668,38,7,
10170,526,"Lancaster Drive, Blackwall",51.503143,-0.008428,27,7,17.0
10171,527,"Hansard Mews, Holland Park",51.503802,-0.215808,20,7,10.333333333333334
