index,id,name,lat,lon,capacity,hr,availableBikes
0,1,"River Street , Clerkenwell",51.52916347,-0.109970527,18,0,3.0
1,1,"River Street , Clerkenwell",51.52916347,-0.109970527,19,0,
2,2,"Phillimore Gardens, Kensington",51.49960695,-0.197574246,37,0,2.0
3,3,"Christopher Street, Liverpool Street",51.52128377,-0.084605692,32,0,4.0
4,4,"St. Chad's Street, King's Cross",51.53005939,-0.120973687,22,0,
5,4,"St. Chad's Street, King's Cross",51.53005939,-0.120973687,23,0,4.0
6,5,"Sedding Street, Sloane Square",51.49313,-0.156876,27,0,3.0
7,6,"Broadcasting House, Marylebone",51.51811784,-0.144228881,17,0,
8,6,"Broadcasting House, Marylebone",51.51811784,-0.144228881,18,0,6.666666666666667
9,7,"Charlbert Street, St. John's Wood",51.53430039,-0.1680743,13,0,
10,7,"Charlbert Street, St. John's Wood",51.53430039,-0.1680743,14,0,
11,7,"Charlbert Street, St. John's Wood",51.53430039,-0.1680743,15,0,3.0
12,8,"Lodge Road, St. John's Wood",51.52834133,-0.170134484,38,0,34.833333333333336
13,8,"Lodge Road, St. John's Wood",51.52834133,-0.170134484,39,0,
14,9,"New Globe Walk, Bankside",51.5073853,-0.096440751,17,0,2.0
15,9,"New Globe Walk, Bankside",51.5073853,-0.096440751,18,0,
16,9,"New Globe Walk, Bankside",51.5073853,-0.096440751,19,0,
17,10,"Park Street, Bankside",51.50597426,-0.092754157,18,0,13.0
18,11,"Brunswick Square, Bloomsbury",51.52395143,-0.122502346,24,0,0.0
19,12,"Malet Street, Bloomsbury",51.52168078,-0.130431727,49,0,16.5
20,13,"Scala Street, Fitzrovia",51.51991453,-0.136039674,20,0,3.0
21,13,"Scala Street, Fitzrovia",51.51991453,-0.136039674,21,0,
22,14,"Belgrove Street , King's Cross",51.52994371,-0.123616824,42,0,
23,14,"Belgrove Street , King's Cross",51.52994371,-0.123616824,43,0,
24,14,"Belgrove Street , King's Cross",51.52994371,-0.123616824,44,0,
25,14,"Belgrove Street , King's Cross",51.52994371,-0.123616824,45,0,21.166666666666668
26,15,"Great Russell Street, Bloomsbury",51.51772703,-0.127854211,26,0,12.833333333333334
27,16,"Cartwright Gardens , Bloomsbury",51.52635795,-0.125979294,20,0,
28,16,"Cartwright Gardens , Bloomsbury",51.52635795,-0.125979294,21,0,1.5
29,17,"Hatton Wall, Holborn",51.5216612,-0.109006325,23,0,
30,17,"Hatton Wall, Holborn",51.5216612,-0.109006325,24,0,
31,17,"Hatton Wall, Holborn",51.5216612,-0.109006325,25,0,11.0
32,18,"Drury Lane, Covent Garden",51.51477076,-0.12221963,24,0,
33,18,"Drury Lane, Covent Garden",51.51477076,-0.12221963,25,0,
34,18,"Drury Lane, Covent Garden",51.51477076,-0.12221963,26,0,0.0
35,19,"Taviton Street, Bloomsbury",51.52505093,-0.131161087,30,0,15.333333333333334
36,20,"Drummond Street , Euston",51.52773634,-0.135273468,28,0,22.0
37,21,"Hampstead Road (Cartmel), Euston",51.53007835,-0.13884627,25,0,19.0
38,22,"Northington Street , Holborn",51.5222641,-0.114079481,19,0,9.0
39,23,"Red Lion Square, Holborn",51.51943538,-0.119123345,16,0,1.0
40,24,"British Museum, Bloomsbury",51.51908011,-0.124678402,34,0,1.0
41,24,"British Museum, Bloomsbury",51.51908011,-0.124678402,35,0,
42,25,"Doric Way , Somers Town",51.5288338,-0.132250369,49,0,
43,25,"Doric Way , Somers Town",51.5288338,-0.132250369,50,0,15.0
44,26,"Ampton Street , Clerkenwell",51.52728093,-0.11829517,21,0,5.0
45,27,"Bouverie Street, Temple",51.51382102,-0.107927706,33,0,5.0
46,28,"Bolsover Street, Fitzrovia",51.52351808,-0.143613641,17,0,0.5
47,28,"Bolsover Street, Fitzrovia",51.52351808,-0.143613641,18,0,
48,28,"Bolsover Street, Fitzrovia",51.52351808,-0.143613641,19,0,
49,29,"Hereford Road, Bayswater",51.513735,-0.193487,22,0,8.0
50,30,"Windsor Terrace, Hoxton",51.52915444,-0.093421615,24,0,15.0
51,31,"Fanshaw Street, Hoxton",51.52953709,-0.083353323,35,0,21.0
52,31,"Fanshaw Street, Hoxton",51.52953709,-0.083353323,36,0,
53,32,"Leonard Circus , Shoreditch",51.52469624,-0.084439283,41,0,
54,32,"Leonard Circus , Shoreditch",51.52469624,-0.084439283,42,0,24.5
55,32,"Leonard Circus , Shoreditch",51.52469624,-0.084439283,43,0,
56,33,"Central House, Aldgate",51.5156,-0.070056,18,0,3.1666666666666665
57,34,"Pancras Road, King's Cross",51.5341235,-0.129386874,16,0,8.0
58,36,"De Vere Gardens, Kensington",51.50173726,-0.184980612,28,0,27.0
59,37,"Penywern Road, Earl's Court",51.49159394,-0.192369256,17,0,3.0
60,38,"Abingdon Villas, Kensington",51.4973875,-0.197245586,15,0,
61,38,"Abingdon Villas, Kensington",51.4973875,-0.197245586,16,0,
62,38,"Abingdon Villas, Kensington",51.4973875,-0.197245586,17,0,0.0
63,39,"Shoreditch High Street, Shoreditch",51.5263778,-0.078130921,40,0,
64,39,"Shoreditch High Street, Shoreditch",51.5263778,-0.078130921,41,0,34.166666666666664
65,40,"Commercial Street, Shoreditch",51.52127071,-0.0755789,16,0,7.0
66,41,"Sun Street, Liverpool Street",51.52001715,-0.083911168,24,0,2.0
67,42,"Wenlock Road , Hoxton",51.53099181,-0.093903825,27,0,
68,42,"Wenlock Road , Hoxton",51.53099181,-0.093903825,28,0,19.5
69,43,"Crawford Street, Marylebone",51.52026,-0.157183945,16,0,
70,43,"Crawford Street, Marylebone",51.52026,-0.157183945,17,0,8.0
71,44,"Bruton Street, Mayfair",51.51073687,-0.144165239,21,0,15.0
72,45,"Boston Place, Marylebone",51.522511,-0.162298,24,0,
73,45,"Boston Place, Marylebone",51.522511,-0.162298,25,0,0.0
74,46,"Nesham Street, Wapping",51.507131,-0.06691,15,0,
75,46,"Nesham Street, Wapping",51.507131,-0.06691,16,0,15.0
76,47,"Warwick Avenue Station, Maida Vale",51.52334476,-0.183846408,17,0,15.666666666666666
77,47,"Warwick Avenue Station, Maida Vale",51.52334476,-0.183846408,18,0,
78,47,"Warwick Avenue Station, Maida Vale",51.52334476,-0.183846408,19,0,
79,48,"Godliman Street, St. Paul's",51.51248445,-0.099141408,24,0,
80,48,"Godliman Street, St. Paul's",51.51248445,-0.099141408,25,0,9.833333333333334
81,49,"Curzon Street, Mayfair",51.50706909,-0.145904427,16,0,3.0
82,50,"East Road, Hoxton",51.52867339,-0.087459376,27,0,7.0
83,51,"Finsbury Library , Finsbury",51.52671796,-0.104298194,28,0,
84,51,"Finsbury Library , Finsbury",51.52671796,-0.104298194,29,0,6.0
85,52,"Roscoe Street, St. Luke's",51.52295439,-0.094934859,18,0,11.0
86,53,"Grafton Street, Mayfair",51.5099923,-0.143495266,18,0,16.0
87,54,"Golden Lane, Barbican",51.52174785,-0.094475072,27,0,5.0
88,55,"Finsbury Circus, Liverpool Street",51.51707521,-0.086685542,31,0,
89,55,"Finsbury Circus, Liverpool Street",51.51707521,-0.086685542,32,0,0.0
90,56,"Paddington Street, Marylebone",51.52058381,-0.154701411,15,0,8.0
91,57,"Guilford Street , Bloomsbury",51.52334672,-0.120202614,32,0,2.0
92,58,"New Inn Yard, Shoreditch",51.52452699,-0.079248081,18,0,0.3333333333333333
93,58,"New Inn Yard, Shoreditch",51.52452699,-0.079248081,19,0,
94,58,"New Inn Yard, Shoreditch",51.52452699,-0.079248081,20,0,
95,60,"Lisson Grove, St. John's Wood",51.52644828,-0.172190727,16,0,
96,60,"Lisson Grove, St. John's Wood",51.52644828,-0.172190727,17,0,
97,60,"Lisson Grove, St. John's Wood",51.52644828,-0.172190727,18,0,7.0
98,61,"Great Dover Street, The Borough",51.49738251,-0.089446947,33,0,33.0
99,62,"Cotton Garden Estate, Kennington",51.4907579,-0.106323685,24,0,21.0
100,63,"Murray Grove , Hoxton",51.53089041,-0.089782579,24,0,18.166666666666668
101,63,"Murray Grove , Hoxton",51.53089041,-0.089782579,27,0,
102,64,"William IV Street, Strand",51.50946212,-0.124749274,25,0,
103,64,"William IV Street, Strand",51.50946212,-0.124749274,26,0,23.333333333333332
104,65,"Gower Place , Euston",51.52522753,-0.13518856,16,0,2.0
105,66,"Holborn Circus, Holborn",51.51795029,-0.108657431,37,0,
106,66,"Holborn Circus, Holborn",51.51795029,-0.108657431,38,0,
107,66,"Holborn Circus, Holborn",51.51795029,-0.108657431,39,0,
108,66,"Holborn Circus, Holborn",51.51795029,-0.108657431,40,0,0.6666666666666666
109,67,"Hatton Garden, Holborn",51.51882555,-0.108028472,27,0,0.0
110,68,"Theobald's Road , Holborn",51.52059681,-0.116688468,24,0,
111,68,"Theobald's Road , Holborn",51.52059681,-0.116688468,25,0,3.0
112,68,"Theobald's Road , Holborn",51.52059681,-0.116688468,26,0,
113,69,"Euston Road, Euston",51.5262363,-0.134407652,23,0,0.0
114,69,"Euston Road, Euston",51.5262363,-0.134407652,24,0,
115,70,"Calshot Street , King's Cross",51.53136059,-0.117069978,23,0,
116,70,"Calshot Street , King's Cross",51.53136059,-0.117069978,24,0,5.0
117,71,"Newgate Street , St. Paul's",51.5154186,-0.098850915,32,0,
118,71,"Newgate Street , St. Paul's",51.5154186,-0.098850915,33,0,10.166666666666666
119,72,"Farringdon Lane, Clerkenwell",51.52352001,-0.108340165,15,0,13.0
120,72,"Farringdon Lane, Clerkenwell",51.52352001,-0.108340165,16,0,
121,73,"Old Street Station, St. Luke's",51.52572618,-0.088486188,28,0,
122,73,"Old Street Station, St. Luke's",51.52572618,-0.088486188,29,0,0.0
123,74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,12,0,
124,74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,13,0,
125,74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,14,0,6.5
126,74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,15,0,
127,74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,16,0,
128,74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,17,0,
129,75,"Torrens Street, Angel",51.53219984,-0.105480698,19,0,3.0
130,76,"Longford Street, The Regent's Park",51.52559505,-0.144083893,20,0,9.0
131,76,"Longford Street, The Regent's Park",51.52559505,-0.144083893,21,0,
132,77,"Russell Square Station, Bloomsbury",51.52341837,-0.124121774,25,0,
133,77,"Russell Square Station, Bloomsbury",51.52341837,-0.124121774,26,0,4.0
134,78,"Sadlers Sports Centre, Finsbury",51.52486887,-0.099489485,16,0,11.666666666666666
135,78,"Sadlers Sports Centre, Finsbury",51.52486887,-0.099489485,17,0,
136,80,"Webber Street , Southwark",51.50069361,-0.102091246,44,0,
137,80,"Webber Street , Southwark",51.50069361,-0.102091246,45,0,22.0
138,81,"Great Titchfield Street, Fitzrovia",51.52025302,-0.141327271,19,0,4.0
139,82,"Chancery Lane, Holborn",51.514274,-0.111257,15,0,2.0
140,84,"Breams Buildings, Holborn",51.51593725,-0.111778348,24,0,
141,84,"Breams Buildings, Holborn",51.51593725,-0.111778348,25,0,0.0
142,85,"Tanner Street, Bermondsey",51.50064702,-0.078600401,40,0,39.666666666666664
143,86,"Sancroft Street, Vauxhall",51.48947903,-0.115156562,24,0,24.0
144,88,"Bayley Street , Bloomsbury",51.51858757,-0.132053392,25,0,0.0
145,89,"Tavistock Place, Bloomsbury",51.5262503,-0.123509611,19,0,3.0
146,90,"Harrington Square 1, Camden Town",51.53301907,-0.139174593,27,0,19.0
147,91,"Walnut Tree Walk, Vauxhall",51.49368637,-0.111014912,19,0,
148,91,"Walnut Tree Walk, Vauxhall",51.49368637,-0.111014912,20,0,19.5
149,92,"Borough Road, Elephant & Castle",51.49889832,-0.100440521,41,0,27.0
150,93,"Cloudesley Road, Angel",51.53440868,-0.109025404,37,0,20.0
151,94,"Bricklayers Arms, Borough",51.49506109,-0.085814489,27,0,21.666666666666668
152,94,"Bricklayers Arms, Borough",51.49506109,-0.085814489,28,0,
153,95,"Aldersgate Street, Barbican",51.5208417,-0.097340162,15,0,3.6666666666666665
154,96,"Falkirk Street, Hoxton",51.53095071,-0.078505384,26,0,24.0
155,97,"Gloucester Road (North), Kensington",51.49792478,-0.183834706,18,0,6.0
156,98,"Hampstead Road, Euston",51.52554222,-0.138231303,51,0,
157,98,"Hampstead Road, Euston",51.52554222,-0.138231303,52,0,
158,98,"Hampstead Road, Euston",51.52554222,-0.138231303,53,0,9.0
159,99,"Old Quebec Street, Marylebone",51.51457763,-0.158264483,15,0,0.0
160,99,"Old Quebec Street, Marylebone",51.51457763,-0.158264483,16,0,
161,100,"Albert Embankment, Vauxhall",51.49043573,-0.122806861,23,0,
162,100,"Albert Embankment, Vauxhall",51.49043573,-0.122806861,24,0,7.666666666666667
163,101,"Queen Street 1, Bank",51.51155322,-0.0929401,21,0,
164,101,"Queen Street 1, Bank",51.51155322,-0.0929401,22,0,0.0
165,102,"Jewry Street, Aldgate",51.51340693,-0.076793375,16,0,1.0
166,102,"Jewry Street, Aldgate",51.51340693,-0.076793375,17,0,
167,103,"Vicarage Gate, Kensington",51.50472376,-0.192538767,18,0,0.0
168,104,"Crosswall, Tower",51.51159481,-0.077121322,32,0,
169,104,"Crosswall, Tower",51.51159481,-0.077121322,33,0,16.333333333333332
170,104,"Crosswall, Tower",51.51159481,-0.077121322,34,0,
171,105,"Westbourne Grove, Bayswater",51.51552971,-0.190240716,24,0,
172,105,"Westbourne Grove, Bayswater",51.51552971,-0.190240716,25,0,6.0
173,106,"Woodstock Street, Mayfair",51.51410514,-0.147301667,20,0,8.0
174,106,"Woodstock Street, Mayfair",51.51410514,-0.147301667,21,0,
175,107,"Finsbury Leisure Centre, St. Luke's",51.52600832,-0.096317627,19,0,17.166666666666668
176,108,"Abbey Orchard Street, Westminster",51.49812559,-0.132102166,29,0,3.0
177,109,"Soho Square , Soho",51.51563144,-0.132328837,50,0,
178,109,"Soho Square , Soho",51.51563144,-0.132328837,51,0,
179,109,"Soho Square , Soho",51.51563144,-0.132328837,52,0,
180,109,"Soho Square , Soho",51.51563144,-0.132328837,53,0,14.666666666666666
181,110,"Wellington Road, St. John's Wood",51.53304322,-0.172528678,15,0,
182,110,"Wellington Road, St. John's Wood",51.53304322,-0.172528678,16,0,8.0
183,110,"Wellington Road, St. John's Wood",51.53304322,-0.172528678,17,0,
184,111,"Park Lane , Hyde Park",51.5100172,-0.157275636,24,0,
185,111,"Park Lane , Hyde Park",51.5100172,-0.157275636,25,0,6.0
186,111,"Park Lane , Hyde Park",51.5100172,-0.157275636,26,0,
187,113,"Gloucester Road (Central), South Kensington",51.49646288,-0.183289032,16,0,
188,113,"Gloucester Road (Central), South Kensington",51.49646288,-0.183289032,17,0,6.0
189,113,"Gloucester Road (Central), South Kensington",51.49646288,-0.183289032,18,0,
190,114,"Park Road (Baker Street), The Regent's Park",51.52451738,-0.158963647,22,0,1.6666666666666667
191,115,"Braham Street, Aldgate",51.51423368,-0.073537654,33,0,
192,115,"Braham Street, Aldgate",51.51423368,-0.073537654,34,0,30.0
193,116,"Little Argyll Street, West End",51.51449962,-0.141423695,18,0,
194,116,"Little Argyll Street, West End",51.51449962,-0.141423695,19,0,
195,116,"Little Argyll Street, West End",51.51449962,-0.141423695,20,0,
196,116,"Little Argyll Street, West End",51.51449962,-0.141423695,21,0,19.0
197,117,"Lollard Street, Vauxhall",51.49288067,-0.114934001,25,0,19.0
198,118,"Rochester Row, Westminster",51.49582705,-0.13547809,12,0,0.0
199,119,"Bath Street, St. Luke's",51.52589324,-0.090847761,18,0,12.0
200,120,"The Guildhall, Guildhall",51.51573534,-0.093080779,16,0,
201,120,"The Guildhall, Guildhall",51.51573534,-0.093080779,17,0,5.0
202,121,"Baker Street, Marylebone",51.51891348,-0.156166631,14,0,
203,121,"Baker Street, Marylebone",51.51891348,-0.156166631,15,0,
204,121,"Baker Street, Marylebone",51.51891348,-0.156166631,16,0,
205,121,"Baker Street, Marylebone",51.51891348,-0.156166631,17,0,9.0
206,121,"Baker Street, Marylebone",51.51891348,-0.156166631,19,0,
207,122,"Norton Folgate, Liverpool Street",51.52111369,-0.078869751,23,0,0.0
208,123,"St. John Street, Finsbury",51.52836014,-0.104724625,18,0,5.833333333333333
209,124,"Eaton Square, Belgravia",51.49654462,-0.150905245,19,0,
210,124,"Eaton Square, Belgravia",51.49654462,-0.150905245,20,0,1.0
211,125,"Borough High Street, The Borough",51.50069491,-0.094524319,21,0,18.5
212,126,"Museum of London, Barbican",51.51782144,-0.096496865,51,0,
213,126,"Museum of London, Barbican",51.51782144,-0.096496865,52,0,2.0
214,127,"Wood Street, Guildhall",51.51700801,-0.09388536,16,0,
215,127,"Wood Street, Guildhall",51.51700801,-0.09388536,17,0,5.0
216,128,"Emperor's Gate, South Kensington",51.49536226,-0.185296516,22,0,11.0
217,129,"Golden Square, Soho",51.5118973,-0.137043852,18,0,14.0
218,130,"Tower Gardens , Tower",51.50950627,-0.075459482,23,0,12.333333333333334
219,130,"Tower Gardens , Tower",51.50950627,-0.075459482,24,0,
220,131,"Eversholt Street , Camden Town",51.53300545,-0.136792671,16,0,15.0
221,132,"Bethnal Green Road, Shoreditch",51.52364804,-0.074754872,37,0,
222,132,"Bethnal Green Road, Shoreditch",51.52364804,-0.074754872,38,0,28.666666666666668
223,133,"Derry Street, Kensington",51.50136494,-0.191462381,17,0,
224,133,"Derry Street, Kensington",51.50136494,-0.191462381,18,0,1.0
225,134,"Wapping High Street, Wapping",51.504904,-0.06797,20,0,19.0
226,135,"Clerkenwell Green, Clerkenwell",51.52326004,-0.104708922,19,0,
227,135,"Clerkenwell Green, Clerkenwell",51.52326004,-0.104708922,20,0,20.0
228,135,"Clerkenwell Green, Clerkenwell",51.52326004,-0.104708922,21,0,
229,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,31,0,
230,136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,32,0,0.0
231,138,"Green Street, Mayfair",51.51227622,-0.157436972,18,0,
232,138,"Green Street, Mayfair",51.51227622,-0.157436972,19,0,1.0
233,139,"Lambeth Road, Vauxhall",51.49488108,-0.117974901,17,0,16.0
234,139,"Lambeth Road, Vauxhall",51.49488108,-0.117974901,18,0,
235,140,"Finsbury Square , Moorgate",51.52096262,-0.085634242,33,0,0.0
236,141,"Chapel Place, Marylebone",51.51530805,-0.147203711,28,0,
237,141,"Chapel Place, Marylebone",51.51530805,-0.147203711,29,0,3.0
238,142,"West Cromwell Road, Earl's Court",51.49372451,-0.198286569,22,0,
239,142,"West Cromwell Road, Earl's Court",51.49372451,-0.198286569,23,0,8.0
240,143,"Pont Street, Knightsbridge",51.4968865,-0.161203828,23,0,13.0
241,143,"Pont Street, Knightsbridge",51.4968865,-0.161203828,24,0,
242,144,"Kennington Cross, Kennington",51.48894022,-0.111435796,46,0,
243,144,"Kennington Cross, Kennington",51.48894022,-0.111435796,47,0,47.0
244,145,"Ilchester Place, Kensington",51.50074359,-0.202759212,23,0,
245,145,"Ilchester Place, Kensington",51.50074359,-0.202759212,24,0,3.0
246,146,"Vauxhall Bridge , Pimlico",51.48836528,-0.129361842,35,0,2.6666666666666665
247,147,"Portugal Street, Holborn",51.51494305,-0.11614642,14,0,
248,147,"Portugal Street, Holborn",51.51494305,-0.11614642,15,0,
249,147,"Portugal Street, Holborn",51.51494305,-0.11614642,16,0,0.0
250,148,"Tachbrook Street, Victoria",51.49211134,-0.138364847,14,0,
251,148,"Tachbrook Street, Victoria",51.49211134,-0.138364847,15,0,13.0
252,149,"Kennington Road Post Office, Oval",51.48478899,-0.110683213,18,0,15.0
253,150,"Holy Trinity Brompton, Knightsbridge",51.49705603,-0.168917077,27,0,26.0
254,151,"Chepstow Villas, Notting Hill",51.51213691,-0.201554966,24,0,
255,151,"Chepstow Villas, Notting Hill",51.51213691,-0.201554966,25,0,5.0
256,151,"Chepstow Villas, Notting Hill",51.51213691,-0.201554966,26,0,
257,152,"Hampton Street, Walworth",51.49217002,-0.101536865,20,0,20.0
258,152,"Hampton Street, Walworth",51.49217002,-0.101536865,21,0,
259,154,"Waterloo Station 3, Waterloo",51.50379168,-0.11282408,33,0,
260,154,"Waterloo Station 3, Waterloo",51.50379168,-0.11282408,34,0,
261,154,"Waterloo Station 3, Waterloo",51.50379168,-0.11282408,35,0,2.0
262,155,"Lexham Gardens, Kensington",51.49586666,-0.191933711,16,0,
263,155,"Lexham Gardens, Kensington",51.49586666,-0.191933711,17,0,3.8333333333333335
264,156,"New Kent Road, The Borough",51.49443626,-0.092921165,31,0,28.0
265,156,"New Kent Road, The Borough",51.49443626,-0.092921165,32,0,
266,157,"Wright's Lane, Kensington",51.50039792,-0.193068385,36,0,
267,157,"Wright's Lane, Kensington",51.50039792,-0.193068385,37,0,37.0
268,158,"Trebovir Road, Earl's Court",51.49085368,-0.196170309,18,0,15.0
269,160,"Waterloo Place, St. James's",51.50663341,-0.131773845,20,0,3.0
270,161,"Guildhouse Street, Victoria",51.49234577,-0.141334487,16,0,11.166666666666666
271,162,"Southampton Place, Holborn",51.51760685,-0.121328408,20,0,0.0
272,163,"Sloane Avenue, Knightsbridge",51.4931848,-0.167894973,27,0,13.0
273,164,"Cleveland Gardens, Bayswater",51.515607,-0.183118788,16,0,14.166666666666666
274,165,"Orsett Terrace, Bayswater",51.517932,-0.183716959,15,0,5.0
275,166,"Seville Street, Knightsbridge",51.50185512,-0.159237081,26,0,
276,166,"Seville Street, Knightsbridge",51.50185512,-0.159237081,27,0,2.0
277,167,"Eccleston Place, Victoria",51.49395092,-0.147624377,18,0,
278,167,"Eccleston Place, Victoria",51.49395092,-0.147624377,19,0,0.0
279,168,"Argyll Road, Kensington",51.50040123,-0.195455928,17,0,
280,168,"Argyll Road, Kensington",51.50040123,-0.195455928,18,0,7.0
281,169,"Porchester Place, Paddington",51.51474612,-0.165164288,18,0,15.0
282,170,"Hardwick Street, Clerkenwell",51.52784273,-0.108068155,29,0,
283,170,"Hardwick Street, Clerkenwell",51.52784273,-0.108068155,30,0,21.166666666666668
284,171,"Collingham Gardens, Earl's Court",51.4916156,-0.186753859,12,0,
285,171,"Collingham Gardens, Earl's Court",51.4916156,-0.186753859,13,0,7.0
286,172,"Sumner Place, South Kensington",51.49121192,-0.173715911,17,0,0.5
287,172,"Sumner Place, South Kensington",51.49121192,-0.173715911,19,0,
288,173,"Waterloo Road, South Bank",51.50486,-0.113001,14,0,12.0
289,174,"Strand, Strand",51.512529,-0.115163,35,0,7.0
290,175,"Appold Street, Liverpool Street",51.52174384,-0.0811189,49,0,
291,175,"Appold Street, Liverpool Street",51.52174384,-0.0811189,50,0,1.0
292,175,"Appold Street, Liverpool Street",51.52174384,-0.0811189,51,0,
293,176,"Gloucester Terrace, Bayswater",51.51791921,-0.188098863,21,0,
294,176,"Gloucester Terrace, Bayswater",51.51791921,-0.188098863,22,0,19.0
295,177,"Ashley Place, Victoria",51.49616092,-0.140947636,24,0,
296,177,"Ashley Place, Victoria",51.49616092,-0.140947636,25,0,1.0
297,178,"Warwick Square, Pimlico",51.48985626,-0.141923621,19,0,16.0
298,180,"North Audley Street, Mayfair",51.5129118,-0.153645496,16,0,
299,180,"North Audley Street, Mayfair",51.5129118,-0.153645496,17,0,0.6666666666666666
300,181,"Belgrave Square, Belgravia",51.49941247,-0.152317537,20,0,
301,181,"Belgrave Square, Belgravia",51.49941247,-0.152317537,21,0,8.0
302,182,"Bell Street , Marylebone",51.52202903,-0.165842551,16,0,
303,182,"Bell Street , Marylebone",51.52202903,-0.165842551,17,0,11.0
304,182,"Bell Street , Marylebone",51.52202903,-0.165842551,18,0,
305,183,"Riverlight North, Nine Elms",51.482362,-0.13612398,22,0,17.0
306,183,"Riverlight North, Nine Elms",51.482362,-0.13612398,23,0,
307,184,"Portland Place, Marylebone",51.52071513,-0.14521173,33,0,
308,184,"Portland Place, Marylebone",51.52071513,-0.14521173,34,0,4.0
309,185,"Alderney Street, Pimlico",51.48805753,-0.140741432,13,0,12.0
310,186,"South Wharf Road, Paddington",51.51733558,-0.175810943,15,0,
311,186,"South Wharf Road, Paddington",51.51733558,-0.175810943,16,0,9.0
312,187,"Queen's Gate (South), South Kensington",51.49247977,-0.178433004,25,0,4.0
313,188,"Nutford Place, Marylebone",51.5165179,-0.164393768,18,0,13.0
314,189,"Claremont Square, Angel",51.53166681,-0.109914711,18,0,2.1666666666666665
315,190,"Rampayne Street, Pimlico",51.48997562,-0.132845681,20,0,14.666666666666666
316,190,"Rampayne Street, Pimlico",51.48997562,-0.132845681,21,0,
317,191,"Hyde Park Corner, Hyde Park",51.50311799,-0.153520935,27,0,
318,191,"Hyde Park Corner, Hyde Park",51.50311799,-0.153520935,28,0,
319,191,"Hyde Park Corner, Hyde Park",51.50311799,-0.153520935,29,0,0.0
320,192,"Wardour Street, Soho",51.51251523,-0.133201961,15,0,0.0
321,192,"Wardour Street, Soho",51.51251523,-0.133201961,16,0,
322,193,"Bankside Mix, Bankside",51.50581776,-0.100186337,59,0,45.0
323,193,"Bankside Mix, Bankside",51.50581776,-0.100186337,60,0,
324,194,"Hop Exchange, The Borough",51.50462759,-0.091773776,54,0,
325,194,"Hop Exchange, The Borough",51.50462759,-0.091773776,55,0,
326,194,"Hop Exchange, The Borough",51.50462759,-0.091773776,56,0,17.166666666666668
327,195,"Milroy Walk, South Bank",51.50724437,-0.106237501,29,0,
328,195,"Milroy Walk, South Bank",51.50724437,-0.106237501,30,0,2.0
329,196,"Union Street, The Borough",51.50368837,-0.098497684,16,0,12.0
330,196,"Union Street, The Borough",51.50368837,-0.098497684,17,0,
331,197,"Stamford Street, South Bank",51.50556905,-0.111606696,26,0,8.0
332,197,"Stamford Street, South Bank",51.50556905,-0.111606696,27,0,
333,199,"Great Tower Street, Monument",51.51048489,-0.082989638,22,0,
334,199,"Great Tower Street, Monument",51.51048489,-0.082989638,23,0,
335,199,"Great Tower Street, Monument",51.51048489,-0.082989638,24,0,1.0
336,201,"Dorset Square, Marylebone",51.5225965,-0.161113413,16,0,0.0
337,202,"Leman Street, Aldgate",51.51236389,-0.06954201,37,0,19.333333333333332
338,203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,13,0,
339,203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,14,0,3.6666666666666665
340,203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,15,0,
341,204,"Margery Street, Clerkenwell",51.52659961,-0.112432615,18,0,9.0
342,204,"Margery Street, Clerkenwell",51.52659961,-0.112432615,19,0,
343,206,"New Road 1 , Whitechapel",51.518154,-0.062697,33,0,31.833333333333332
344,207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,16,0,
345,207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,17,0,
346,207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,18,0,0.0
347,208,"Mallory Street, Marylebone",51.52505151,-0.166304359,20,0,4.0
348,209,"Denyer Street, Knightsbridge",51.49358391,-0.165101392,29,0,
349,209,"Denyer Street, Knightsbridge",51.49358391,-0.165101392,30,0,28.0
350,210,"Hinde Street, Marylebone",51.51681444,-0.151926305,19,0,
351,210,"Hinde Street, Marylebone",51.51681444,-0.151926305,20,0,
352,210,"Hinde Street, Marylebone",51.51681444,-0.151926305,21,0,2.0
353,211,"Cadogan Place, Knightsbridge",51.49464523,-0.158105512,34,0,27.0
354,212,"Campden Hill Road, Notting Hill",51.50658458,-0.199004026,17,0,3.0
355,213,"Wellington Arch, Hyde Park",51.50274025,-0.149569201,35,0,
356,213,"Wellington Arch, Hyde Park",51.50274025,-0.149569201,36,0,30.0
357,214,"Endsleigh Gardens, Euston",51.52683806,-0.130504336,30,0,
